"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"fGarch","fGarch","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3010.82",NA,"R (>= 2.15.0), stats, graphics, methods, timeDate, timeSeries,
fBasics (>= 2100.78)",NA,NA,"RUnit, Matrix, fastICA, tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"Fgmutils","Fgmutils","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4",NA,"sqldf, stringr, plyr, R (>= 3.0)","data.table, tcltk, utils, stats, graphics, devEMF, png,
grDevices",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"FGN","FGN","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-12",NA,"R (>= 2.1.0)","akima, ltsa",NA,NA,NA,"CC BY-NC-SA 3.0",NA,NA,NA,NA,"yes","3.2.4"
"fgof","fgof","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-1",NA,"mvtnorm, numDeriv",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,NA,"3.2.4"
"fgpt","fgpt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.3",NA,"R (>= 2.10)",NA,NA,"knitr",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"FGSG","FGSG","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"fgui","fgui","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-5",NA,"tools","tcltk",NA,"tcltk",NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"fheatmap","fheatmap","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 3.0)","grid, RColorBrewer , gdata, ggplot2, reshape2, gplots",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"FI","FI","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"FIACH","FIACH","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.11.4), RNiftyReg (>= 2.0.0),tcltk, tkrplot, utils,
stats, graphics, grDevices","Rcpp, RcppArmadillo",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"fICA","fICA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-3",NA,NA,"stats, JADE, Rcpp (>= 0.11.0)","Rcpp, RcppArmadillo","BSSasymp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"fields","fields","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","8.3-6",NA,"R (>= 3.0), methods, spam, maps",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"FieldSim","FieldSim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.2.1",NA,"R (>= 2.0.0), methods, rgl, RColorBrewer",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"fifer","fifer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"xtable, MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"filehash","filehash","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.3",NA,"R (>= 3.0.0), methods",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"filehashSQLite","filehashSQLite","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-4",NA,"R (>= 2.14.0), methods, filehash (>= 1.0), DBI, RSQLite","filehash, DBI",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"filematrix","filematrix","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"methods",NA,NA,NA,NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"filenamer","filenamer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,NA,NA,NA,"io, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"fImport","fImport","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3000.82",NA,"R (>= 2.13.0), methods, timeDate, timeSeries",NA,NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"financial","financial","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 2.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FinancialInstrument","FinancialInstrument","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.0",NA,"R (>= 2.12.0), quantmod (>= 0.4-3), zoo (>= 1.7-5), xts","TTR",NA,"foreach, XML (>= 3.96.1.1), testthat, its, timeSeries",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"FinAsym","FinAsym","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"FinCal","FinCal","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.2",NA,NA,"ggplot2, reshape2, RCurl",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FinCovRegularization","FinCovRegularization","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 2.10)","quadprog",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"FindAllRoots","FindAllRoots","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"FindIt","FindIt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5",NA,"R (>= 2.15.0), glmnet, lars, Matrix",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FindMinIC","FindMinIC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.6",NA,NA,"nlme, sets",NA,NA,NA,"LGPL (>= 3.0)",NA,NA,NA,NA,"no","3.2.4"
"findpython","findpython","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"fingerprint","fingerprint","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.5.2",NA,"methods",NA,NA,"RUnit",NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"finiteruinprob","finiteruinprob","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4",NA,NA,"sdprisk, numDeriv",NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"no","3.2.4"
"FinTS","FinTS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4-5",NA,"R (>= 2.10), zoo, graphics",NA,NA,"moments, distrEx, tseries, urca, lmtest, sandwich, psych,
GPArotation, chron, polynom, fUnitRoots, e1071",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FisherEM","FisherEM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,"MASS,elasticnet",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"fisheyeR","fisheyeR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9",NA,"tkrplot, methods",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"FisHiCal","FisHiCal","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 3.0.2), igraph, RcppArmadillo (>= 0.4.100.2.1)",NA,"Rcpp (>= 0.11.1), RcppArmadillo (>= 0.4.100.2.1)","rgl",NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"fishmethods","fishmethods","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.9-0",NA,"R (>= 3.2.0),MASS, boot, bootstrap, lme4",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fishMod","fishMod","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.25",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"fishmove","fishmove","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-3",NA,"ggplot2, plyr, MASS, boot",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FitAR","FitAR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.94",NA,"R (>= 2.0.0), lattice, leaps, ltsa, bestglm","lattice, leaps, ltsa",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"FitARMA","FitARMA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.6",NA,"R (>= 2.1.0), FitAR",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"fitdistrplus","fitdistrplus","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-6",NA,"R (>= 3.2.0), MASS, grDevices","stats, survival",NA,"actuar, rgenoud, mc2d, gamlss.dist",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fitDRC","fitDRC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"fit.models","fit.models","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5-10",NA,"R (>= 2.15.0), lattice",NA,NA,"MASS",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"FITSio","FITSio","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-0",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fitTetra","fitTetra","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.10)",NA,NA,"doMC, foreach, RSvgDevice, devEMF",NA,"GPL (>= 2.2)",NA,NA,NA,NA,"no","3.2.4"
"FKF","FKF","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.3",NA,"R(>= 2.8), RUnit","graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"flacco","flacco","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"R (>= 3.0.0), BBmisc, checkmate",NA,NA,"devtools, e1071, expm, lhs, MASS, Matrix, mda, mlbench, mlr,
numDeriv, parallel, parallelMap, plyr, RANN, rpart, shape,
smoof, testthat",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"flam","flam","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.0",NA,NA,"Rcpp (>= 0.11.6), MASS, graphics, grDevices, stats","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"flare","flare","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5.0",NA,"R (>= 2.15.0), lattice, MASS, Matrix, igraph",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"flashClust","flashClust","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.01-2",NA,"R (>= 2.3.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"flexclust","flexclust","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3-4",NA,"R (>= 2.14.0), graphics, grid, lattice, modeltools","methods, parallel, stats, stats4",NA,"ellipse, clue, cluster, seriation",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"flexCWM","flexCWM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5",NA,"R (>= 3.0.0)","
parallel,numDeriv,mnormt,mclust,ellipse,mixture,Flury,adehabitat,MASS,statmod",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"flexmix","flexmix","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.3-13",NA,"R (>= 2.15.0), lattice","grid, methods, modeltools (>= 0.2-16), nnet, stats, stats4",NA,"codetools, diptest, ellipse, gclus, glmnet, lme4 (>= 1.0),
MASS, mgcv (>= 1.8-0), mlbench, mlogit, multcomp, mvtnorm,
survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FlexParamCurve","FlexParamCurve","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5-3",NA,"nlme","stats, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"flexPM","flexPM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0",NA,"survival","splines, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"flexsurv","flexsurv","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.7",NA,"survival,R (>= 2.15.0)","mstate,muhaz,mvtnorm,deSolve,quadprog",NA,"eha,numDeriv,testthat,msm,ActuDistns,knitr,TH.data,colorspace",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FLIM","FLIM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"zoo, MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"flip","flip","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.4.3",NA,"methods, e1071, someMTP, cherry","Rcpp,","Rcpp, RcppArmadillo",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"FLLat","FLLat","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,NA,"graphics, stats, gplots",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"flower","flower","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 1.0)",NA,NA,NA,NA,"no","3.2.4"
"flowfield","flowfield","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,"SemiPar",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"flowr","flowr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.9.5",NA,"R (>= 3.0.2), methods, params (>= 0.3), utils","diagram, whisker, tools",NA,"reshape2, knitr, ggplot2, openxlsx, testthat, funr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"flows","flows","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.10)","reshape2, igraph, sp, graphics, stats",NA,"knitr",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"FLR","FLR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"combinat",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"flsa","flsa","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.05",NA,"R (>= 2.0.0)",NA,NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"FLSSS","FLSSS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.1",NA,NA,"Rcpp (>= 0.11.2)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"Flury","Flury","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"flux","flux","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-0",NA,"R (>= 2.12.0), caTools",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"fma","fma","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.01",NA,"R (>= 2.0.0), graphics, stats, tseries, forecast",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"FME","FME","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3.2",NA,"R (>= 2.6), deSolve, rootSolve, coda","minpack.lm, MASS",NA,"diagram",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"FMP","FMP","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,"R (>= 3.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fmri","fmri","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5-1",NA,NA,NA,NA,"tcltk, tkrplot, fastICA, adimpro, oro.nifti",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"fmsb","fmsb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.2",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FMStable","FMStable","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-2",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"fmt","fmt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,"limma",NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"fMultivar","fMultivar","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3011.78",NA,"R (>= 2.15.1), timeDate, timeSeries, fBasics","cubature, mvtnorm, sn",NA,"methods, spatial, RUnit, tcltk, akima",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"FNN","FNN","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.8.0)",NA,NA,"chemometrics, mvtnorm",NA,"GPL (>= 2.1)",NA,NA,NA,NA,"yes","3.2.4"
"fNonlinear","fNonlinear","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3010.78",NA,"R (>= 2.4.0), methods, timeDate, timeSeries, fBasics, fGarch",NA,NA,"RUnit, tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"foba","foba","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"fontcm","fontcm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.14)",NA,NA,"extrafont",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"foodweb","foodweb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1-0",NA,"rgl",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"fOptions","fOptions","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3022.85",NA,"timeDate, timeSeries, fBasics","graphics, methods, stats",NA,"RUnit, tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"forams","forams","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-5",NA,"methods","vegan, stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"foreach","foreach","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4.3",NA,"R (>= 2.5.0)","codetools, utils, iterators",NA,"randomForest","compiler, doMC, RUnit, doParallel","Apache License (== 2.0)",NA,NA,NA,NA,"no","3.2.4"
"ForeCA","ForeCA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.2",NA,"R (>= 3.0.0), ifultools (>= 2.0.0)","MASS, sapa",NA,"astsa, mgcv, nlme (>= 3.1-64), testthat (>= 0.9.0), rSFA,",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"forecast","forecast","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","6.2",NA,"R (>= 3.0.2), stats, graphics, zoo, timeDate","tseries, fracdiff, Rcpp (>= 0.11.0), nnet, colorspace,
parallel","Rcpp (>= 0.11.0), RcppArmadillo (>= 0.2.35)","testthat, fpp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ForecastCombinations","ForecastCombinations","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"quantreg, quadprog, utils",NA,NA,"MASS",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"forecTheta","forecTheta","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1",NA,"R (>= 2.0), parallel, forecast",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"forega","forega","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"robfilter, forecast","Rcpp (>= 0.11.6)","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"foreign","foreign","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8-66","recommended","R (>= 3.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"forensic","forensic","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 2.4.0), genetics, combinat",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"forensim","forensim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","4.3",NA,"methods, tcltk,tcltk2,tkrplot",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"forestFloor","forestFloor","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.9.1",NA,"","Rcpp (>= 0.11.3), rgl, kknn","Rcpp","randomForest, utils, devtools, tools",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"forestmodel","forestmodel","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4.0",NA,"R (>= 3.2.0), ggplot2 (>= 1.0.1)","dplyr (>= 0.4.2), broom (>= 0.3.7), lazyeval (>= 0.1.10)",NA,"survival, metafor",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"forestplot","forestplot","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,"grid, magrittr",NA,NA,"testthat, knitr",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"ForImp","ForImp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.3",NA,"homals, sampling, mvtnorm",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"ForIT","ForIT","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"FormalSeries","FormalSeries","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"methods",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"formatR","formatR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,"R (>= 3.0.2)",NA,NA,"codetools, shiny, testit, knitr",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"formattable","formattable","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.5",NA,"R (>= 2.14.1)","htmltools, htmlwidgets, markdown, knitr, shiny",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"Formula","Formula","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2-1",NA,"R (>= 2.0.0), stats",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.2.4"
"formula.tools","formula.tools","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5.4",NA,"R (>= 3.0.0), operator.tools(>= 1.4.0), utils, methods",NA,NA,"magrittr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fortunes","fortunes","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5-2",NA,NA,"utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"forward","forward","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.3",NA,"R (>= 2.8), MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"ForwardSearch","ForwardSearch","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"robustbase",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"fossil","fossil","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3.7",NA,"sp, maps, shapefiles",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"fourPNO","fourPNO","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.3",NA,"R (>= 3.0.1)","Rcpp","Rcpp, RcppArmadillo",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"FourScores","FourScores","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"fpc","fpc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1-10",NA,"R (>= 2.0)","MASS, cluster, mclust, flexmix, prabclus, class, diptest,
mvtnorm, robustbase, kernlab, trimcluster, grDevices, graphics,
methods, stats, utils",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"fpca","fpca","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-1",NA,"sm,splines",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"fpCompare","fpCompare","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.1",NA,"R (>= 3.1.2)",NA,NA,"knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"FPDclustering","FPDclustering","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"ThreeWay",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fpow","fpow","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0-2",NA,"R (>= 2.14.1)",NA,NA,NA,NA,"CC0",NA,NA,NA,NA,NA,"3.2.4"
"fpp","fpp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5",NA,"R (>= 2.0.0), graphics, stats, forecast, fma, expsmooth,
lmtest, tseries",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"fptdApprox","fptdApprox","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"fracdiff","fracdiff","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4-2",NA,NA,NA,NA,"longmemo, urca",NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"fracprolif","fracprolif","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.6",NA,"emg (>= 1.0.5), numDeriv, methods, stats4",NA,NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"fractal","fractal","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-0",NA,"R (>= 3.0.2), splus2R (>= 1.2-0), ifultools (>= 2.0-0)","sapa(>= 2.0-0), wmtsa (>= 2.0-0), scatterplot3d",NA,"akima",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
